Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO
"Friday, Jun 16",LAD,Home,SFG,L,5.0,7.0,11.0,39-31,2.0,3.0,Rogers,Vesia,Junis,3.5166666666666666,N,49074.0,1.49,-1,,18.0,81.0,216.5154598,0.0,,18.4,0.07407407407407407
"Saturday, Jun 17",LAD,Home,SFG,L,0.0,15.0,9.0,39-32,2.0,4.0,Wood,Miller,Beck,2.45,N,51385.0,1.46,-2,,19.0,75.0,233.5154598,0.0,,7.0,0.1111111111111111
"Sunday, Jun 18",LAD,Home,SFG,L,3.0,7.0,9.0,39-33,3.0,4.0,Webb,Gonsolin,Doval,2.55,D,52307.0,1.46,-3,,18.0,81.0,223.5154598,0.0,,7.0,0.07407407407407407
"Tuesday, Jun 20",LAD,@,LAA,W,2.0,0.0,9.0,40-33,3.0,3.5,Kershaw,Devenski,Phillips,2.4166666666666665,N,44703.0,1.19,1,,18.9,81.0,135.82863453,0.0,,7.6,0.07407407407407407
"Wednesday, Jun 21",LAD,@,LAA,W,2.0,0.0,9.0,41-33,3.0,3.5,González,Ohtani,Phillips,2.5,N,44760.0,1.24,2,,23.3,48.0,245.82863453,0.0,,7.6,0.037037037037037035
"Friday, Jun 23",LAD,Home,HOU,W,3.0,2.0,9.0,42-33,3.0,3.0,Sheehan,France,Graterol,2.1333333333333333,N,49795.0,1.18,3,,17.8,63.0,333.5154598,0.0,,0.0,0.037037037037037035
"Saturday, Jun 24",LAD,Home,HOU,W,8.0,7.0,9.0,43-33,3.0,2.0,Bickford,Abreu,Phillips,2.85,D,49218.0,1.28,4,,18.3,63.0,233.5154598,0.0,,5.4,0.037037037037037035
"Sunday, Jun 25",LAD,Home,HOU,L,5.0,6.0,11.0,43-34,3.0,3.0,Pressly,Almonte,Martinez,3.066666666666667,D,47273.0,1.27,-1,,18.3,65.0,333.5154598,0.0,,0.0,0.037037037037037035
"Tuesday, Jun 27",LAD,@,COL,W,5.0,0.0,9.0,44-34,3.0,3.0,Kershaw,Seabold,Phillips,2.5166666666666666,N,38738.0,1.25,1,,27.1,22.0,165.037509228,0.0,,20.4,0.07407407407407407
"Wednesday, Jun 28",LAD,@,COL,L,8.0,9.0,9.0,44-35,3.0,3.0,Bird,González,Lawrence,2.966666666666667,N,37267.0,1.28,-1,,28.3,13.0,258.037509228,0.0,,22.2,0.07407407407407407
"Thursday, Jun 29",LAD,@,COL,W,14.0,3.0,9.0,45-35,2.0,2.0,Sheehan,Anderson,None,2.9166666666666665,N,36667.0,1.30,1,,26.2,28.0,12.037509228000001,0.6,,18.5,0.07407407407407407
"Friday, Jun 30",LAD,@,KCR,W,9.0,3.0,9.0,46-35,2.0,2.0,Miller,Marsh,None,2.95,N,22006.0,1.29,2,,30.6,57.0,353.28981806,0.0,,13.0,0.037037037037037035
"Saturday, Jul 1",LAD,@,KCR,L,4.0,6.0,9.0,46-36,2.0,3.0,Lynch,Urías,Barlow,2.7333333333333334,N,21004.0,1.31,-1,,27.8,60.0,343.28981806,0.0,,5.4,0.1111111111111111
"Sunday, Jul 2",LAD,@,KCR,L,1.0,9.0,9.0,46-37,2.0,3.0,Singer,Gonsolin,None,2.6666666666666665,D,19058.0,1.26,-2,,22.2,79.0,293.28981806,0.0,,9.4,0.1111111111111111
